d1,d2,Label
-0.136022034,5.593753316,B
-0.343098225,8.575709269,B
2.034850161,14.91471314,B
7.446754653,-6.709568101,A
0.60041216,7.684634267,B
-1.387539108,-4.559913148,A
0.947805626,5.291786383,A
3.807022775,0.782578147,A
7.468630998,-0.356540001,A
-1.602423287,8.873587609,B
2.88601133,-0.32300114,A
2.287284589,2.342462409,A
0.83548232,14.51558797,B
-3.18530763,13.87390118,B
-2.70037118,13.97785477,B
-0.741062154,14.44990161,B
2.737375899,10.9426741,B
3.203386962,13.4034177,B
0.70278041,-1.635378796,A
-4.026777055,8.749430831,B
0.861207014,9.541551227,B
5.889499047,-3.339291465,A
9.110262777,4.67761729,A
3.884177258,-1.723632838,A
3.686481351,-0.541264181,A
5.961716146,0.692406166,A
6.327390204,2.014544171,A
6.995412397,4.318830692,A
1.229247525,12.95402969,B
4.79947129,4.043833864,A
-1.003696213,15.50640085,B
-4.211022337,13.6616265,B
9.282130117,-5.585478721,A
1.358924903,10.60622274,B
3.035276261,10.95564342,B
-1.896568022,11.77281531,B
-0.578522692,10.16521928,B
1.339303355,5.924096425,B
2.148935944,12.06829616,B
2.680470608,-7.24983065,A
2.929849713,2.331447776,A
4.285779283,0.737951015,A
3.656616049,-2.287591739,A
-1.939605369,11.53527766,B
8.417302766,-1.818251127,A
2.655200838,0.428097673,A
4.474988004,13.8851736,B
3.098597407,7.975962591,B
-0.078153188,4.949346833,B
-3.080805597,14.31648692,B
-0.758705347,7.064821254,B
-1.1435138,9.4311279,B
-1.872920496,13.91868676,B
-2.217275656,-9.556234775,A
-1.388354418,8.982851097,B
-1.255800733,7.695131589,B
0.613696832,-0.341930362,A
8.020877749,-0.62535929,A
1.029543136,9.184618155,B
3.180334935,-0.708373872,A
2.270564134,-2.237887481,A
0.988383393,11.28192564,B
4.669228232,-0.640253254,A
4.231606702,5.267893207,B
3.276435984,-2.4431218,A
-0.101373999,11.52905936,B
-0.543194673,0.289841919,A
1.094609865,8.514136571,B
6.582019489,-0.369743928,A
9.101600724,-1.931893805,A
1.765273147,10.80374417,B
-1.594272247,9.874315983,B
4.589727597,2.87599277,A
0.682101987,13.58669199,B
1.852579047,11.91349628,B
3.365652392,-1.730537783,A
2.337899869,2.781716136,A
1.719781826,8.11336533,B
2.241637281,0.713668712,A
-1.332350225,6.955758658,B
5.134944173,-2.451918008,A
2.033670126,9.450734763,B
2.579138328,0.837315728,A
-0.755940315,8.461395522,B
-2.883245173,11.00501431,B
2.900856857,-2.562164053,A
-2.210259644,8.127056918,B
0.695936024,6.624539328,B
-6.593474923,12.66344278,B
6.907003613,-3.341454948,A
6.379795168,-0.322658513,A
4.270776337,11.60274186,B
-2.473978251,8.637684047,B
7.080221828,-0.830960286,A
10.85278679,-0.668938918,A
1.576623291,0.315451567,A
11.63897226,-2.334567278,A
-0.617984767,9.633768713,B
4.680344508,-1.585612671,A
7.440830333,0.728977634,A
-5.8225739,15.89614062,B
4.478710797,11.70426725,B
0.950040865,11.01854536,B
3.829962899,-2.189972332,A
-2.367271829,8.844735458,B
1.751364327,3.709402266,B
-0.489784387,12.9958426,B
1.203667391,3.288431705,B
0.387603615,6.956527802,B
0.039229321,11.35891986,B
4.552495004,-1.189780661,A
1.850138771,-2.257092058,A
-2.119511041,9.546373965,B
9.86366257,3.419037753,A
0.476820392,6.794998536,B
2.079912656,7.313457063,B
0.15790552,-3.005362881,A
2.482725715,11.54220157,B
9.083930049,-0.646541096,A
4.971005389,-1.26125287,A
8.598638432,-1.410902665,A
-4.275028664,15.44565894,B
-2.180584036,9.113668055,B
-2.599215129,9.178580914,B
-1.723671116,10.6306048,B
-4.223662758,11.90084626,B
3.305390667,1.705883319,A
8.21575368,0.567947763,A
6.128541475,-0.550722479,A
3.980198114,-2.90960391,A
2.308687558,3.936616943,A
9.710590372,-1.750047149,A
4.08969335,-3.408615617,A
3.736322757,1.889623347,A
6.086681847,1.404322547,A
-0.377420345,6.758727902,B
-0.750689129,13.31368668,B
1.013041436,10.97169373,B
1.790808502,0.352843052,A
7.853707026,-3.308054758,A
-0.121881107,9.830404251,B
7.578959628,-3.267189181,A
6.150153884,2.906440078,A
3.446483925,-3.971676092,A
3.979696203,1.946788052,A
-5.07862359,11.43269504,B
-3.590269276,7.805988242,B
5.859748875,4.449805074,A
-1.367198854,2.563202821,A
4.624907473,-3.669325024,A
6.454633302,5.436532446,A
5.175690769,1.964185083,A
0.394845182,10.89216648,B
7.397785867,1.752164194,A
2.54236261,2.106172391,A
7.572921232,-3.840471393,A
4.215797002,12.26993512,B
9.041216229,0.923166351,A
3.798520677,-1.641356875,A
0.49107394,9.790990025,B
2.03521462,-1.906921593,A
4.105062772,-1.93749728,A
10.46701061,-0.615520289,A
2.591659329,14.62575583,B
3.385493696,-1.721738899,A
2.430194231,1.25821183,A
2.131609202,1.073729678,A
-2.609768932,13.52886144,B
1.233043596,8.112523202,B
4.052293349,5.183250921,A
0.917951899,-2.285768166,A
-4.869758687,13.14777903,B
1.957602987,10.47083096,B
8.210918307,-0.458193164,A
-2.218517651,13.55414574,B
-3.917776408,10.15235962,B
3.269658726,8.551651116,B
3.165191384,13.9786912,B
0.048263148,7.213033361,B
-1.011479858,9.643641323,B
10.45180071,4.495359149,A
-3.018651037,4.486690597,B
4.542238305,0.265928243,A
0.270441583,9.881658383,B
-7.145249658,6.39676105,B
8.063921705,5.183497346,B
-0.548278253,0.693399342,B
-4.393846115,9.50119245,B
2.044120275,3.328659713,B
-1.400800365,10.58773046,B
11.12185938,0.432122889,A
1.369837317,5.679041241,B
-1.184041713,12.14865059,B
6.256893121,-2.68838949,A
5.965175789,0.606441245,A
-1.395933368,9.878153056,B
4.140870924,-3.454829688,A
7.822706931,2.256988958,A
7.458339398,4.331997426,A
-1.230012207,4.84483439,B
7.561309137,-2.071785504,A
11.00933664,1.703687745,A
3.976757732,-3.337943586,A
0.068101495,10.49361579,B
6.082939246,-0.299651371,A
-0.625454836,14.96801151,B
-0.021978667,5.673020053,B
12.65989958,7.156776297,A
7.060100609,2.420775766,A
5.828785278,-0.259451019,A
9.92823555,2.296677595,A
5.370480292,-3.082462836,A
0.476049774,1.826873159,A
1.877410481,0.116458202,A
-1.736558762,10.050852,B
-0.7911545,9.733542575,B
2.73819013,-1.387764998,A
1.941642738,-2.228665052,A
7.942256077,1.706556641,A
-0.563725141,7.556343712,B
-1.351173347,13.34565812,B
5.250721217,0.384589753,A
-4.138828833,10.20516415,B
3.749563988,3.189475728,A
5.262388614,-3.307091694,A
0.428731526,7.665370895,B
2.829069683,2.610854817,A
1.924566579,10.65534815,B
8.713711606,-1.768807458,A
-0.17466459,11.19114793,B
4.139676785,3.430728805,A
3.995853032,-2.97309346,A
-0.537567315,11.2016508,B
1.176698269,6.83703304,B
7.899352574,3.473054518,A
-5.009236595,7.073567909,B
6.936364424,2.359514293,A
1.889282076,7.124164167,B
-6.027413753,12.94248843,B
7.976998513,-0.662194126,A
-2.238277917,6.34397578,B
5.62413692,-0.611158192,A
3.507834195,9.455839635,B
3.251053384,7.92782641,B
-0.528129378,6.94791773,B
5.037101064,3.380765031,A
5.378083411,-1.699871656,A
4.718203835,0.306553276,A
3.642162952,12.74070915,B
5.465429068,1.866204234,A
-2.465447135,4.313710054,B
-0.358980517,7.476801184,B
-2.144982151,8.265907332,B
-5.564377998,9.076785703,B
0.733213464,10.11167473,B
2.045294665,-7.066106024,A
4.583696947,2.258110004,A
4.09628306,0.355671025,A
-2.176710069,10.24469609,B
5.385497024,-2.925824244,A
9.123297607,3.119247903,A
4.302108963,0.586681156,A
-2.952600543,10.64244024,B
2.584011449,10.91515959,B
4.435571634,-0.061558216,A
3.327770508,8.167440997,B
1.516341172,8.600015998,B
4.023381219,8.041386704,B
-2.306466899,5.592984162,B
8.748520127,2.02921064,A
1.291795757,1.803335024,A
-2.868780198,7.40725618,B
5.533906478,13.93633702,B
-0.608680208,11.17152197,B
3.385905983,11.84872826,B
2.694290588,-1.905048382,A
-3.026427696,13.71598713,B
-0.070251179,7.555101181,B
6.185262636,-1.236532655,A
5.119235968,-5.81965432,A
3.986575758,10.19896518,B
-1.307432199,9.888983804,B
1.711054729,11.16702228,B
-0.581726064,6.387888655,B
-0.6567467,10.82721881,B
-0.25517496,9.935052805,B
4.487038845,-1.851560535,A
6.142006087,-0.944921645,A
8.319911377,-0.419985867,A
-2.759196358,4.566342019,B
7.808384971,8.705329941,B
6.181765323,2.260498616,A
3.215622655,13.53799338,B
4.798917764,3.358295925,A
0.442373928,13.86323006,B
-1.723104055,11.29810909,B
1.278702167,12.72088367,B
3.714670378,5.515732364,A
13.74072605,0.70661941,A
0.230258657,11.75132963,B
7.550834653,-5.218391788,A
-3.691348153,6.831286677,B
0.064271112,11.01030033,B
1.695887036,11.80450865,B
2.707143973,7.089992403,A
0.381054157,8.269400093,B
3.188750794,10.7324867,B
8.13309229,-1.340107249,A
9.554562539,1.070325335,A
5.571479716,-0.444696088,A
0.12926022,6.271681751,B
-1.65698479,5.522408173,B
3.628916842,-2.325885147,A
-1.589854222,8.188536969,B
-4.6225501,13.39858051,B
2.096941648,-2.127607242,A
-0.905008665,0.153157509,A
10.63152603,-2.65444291,A
5.288015871,-0.589487545,A
8.07084233,0.10853367,A
-1.508432355,-0.619336068,A
4.914985702,-0.672399647,A
-0.363223974,11.79751176,B
6.759909395,-1.881223334,A
3.588296851,2.553248394,A
7.177675361,-3.636390884,A
6.59178692,-0.5244684,A
11.03974167,0.8792017,A
-4.544318319,12.05535561,B
11.55054521,-3.316246359,A
8.439031445,1.6447446,A
3.55862455,11.79695075,B
-1.720871262,14.03122492,B
3.727878074,-1.338551027,A
7.820005875,-5.332533719,A
-0.905280975,-0.605097289,A
-0.785893886,15.70674148,B
7.728554306,-4.651237803,A
-3.567179168,5.045156551,B
2.243401334,9.787973877,B
6.987038642,-0.117601168,A
3.106807675,13.28176511,B
9.734180061,-1.642730444,A
-1.581800594,7.15120142,B
-2.408509322,11.37579978,B
3.715208192,-5.056730611,A
7.732956888,-3.30728329,A
-9.549212609,11.04944475,B
1.448614731,9.191077166,B
0.153217102,9.863795384,B
7.73061321,1.289733077,A
1.397499318,2.216376992,A
-0.699022813,8.529863612,B
-3.79662998,3.258454235,B
4.451729611,-2.276308939,A
1.494743067,10.37195889,B
2.234768097,11.99515114,B
0.419341321,11.59177337,B
0.858308192,9.491763777,B
-2.728093101,10.96471779,B
2.723821036,-2.227985216,A
0.729169418,0.685570538,A
6.304827957,-3.811836511,A
8.970671504,-1.766695529,A
6.949322607,-2.116207484,A
6.800859165,-2.643368274,A
-6.159839526,11.3371998,B
4.126984874,12.23943908,B
4.282168195,-4.603815125,A
1.471499094,0.141503623,A
10.04212891,-4.174192803,A
-0.939168949,7.898922807,B
2.147171652,11.34173882,B
-5.599736711,11.95335599,B
5.88685008,1.787210593,A
8.773915869,-2.416176365,A
3.56567254,7.782248667,B
5.968320924,0.524478831,A
-4.968306303,7.881933619,B
-2.145934369,11.14450034,B
6.919220474,4.313283552,A
-2.665632756,5.828155808,B
-1.287335473,10.37888249,B
2.43586594,9.515565326,B
-4.22400391,11.12217332,B
-1.97065003,12.64942546,B
-2.293102141,-3.365369494,A
5.356372776,5.079715556,A
6.282048058,-2.418866904,A
2.825201544,13.33275601,B
2.069260298,7.444535469,B
1.592498628,11.44233982,B
9.261485239,0.235044771,A
3.135879058,1.139736705,A
-1.009159085,14.58682354,B
-1.476882133,7.750770909,B
5.889156258,0.071985943,A
-4.324947479,6.428234451,B
-2.849450612,10.32668643,B
-2.732438715,10.07557584,B
4.006440995,17.2605115,B
2.405976235,-0.349121648,A
0.702040541,8.462321251,B
-1.331324845,15.18431391,B
8.376180482,-3.416010555,A
4.473920614,-0.245675121,A
-1.579270273,3.188790773,B
2.292014566,3.772546889,B
-1.601398991,11.19379917,B
11.80254266,2.74192834,A
6.004804122,0.06314424,A
9.290289196,0.599112474,A
6.982807429,7.976245695,B
1.516904136,12.07743787,B
7.498892232,-4.547116853,A
5.582655459,1.4306811,A
8.095539412,-0.727472876,A
0.857001035,15.58229058,B
-4.29652259,9.957658787,B
0.151304117,0.309406996,A
0.503213569,3.555541151,B
5.69823934,-1.888078442,A
-2.92148897,9.80048178,B
3.376701744,-5.768166331,A
3.055559837,1.152668194,A
6.934186685,-0.405346659,A
3.977421225,-1.282078657,A
-5.575774132,15.75829022,B
5.751672347,0.616283459,A
-3.584853841,8.59968712,B
-1.911318482,-3.358379488,A
6.123998066,-3.446671497,A
-0.441923814,-1.215184185,A
1.755850824,-2.261728093,A
5.585873746,12.04056533,B
3.753383694,10.00071463,B
1.965077916,3.210021995,A
-0.800162575,-0.835190052,A
-2.015395726,6.732465961,B
1.083850752,9.704512603,B
-0.407852511,5.05161405,A
-3.369628278,7.871445758,B
-3.933011094,12.65324202,B
-0.70209054,7.878066763,B
8.199609596,12.31599621,B
-1.585749927,8.464039265,B
4.877097957,-1.143598416,A
6.763890814,0.845054136,A
-2.607527367,6.439893494,B
4.396082795,13.7453945,B
7.386227117,0.744706921,A
1.355242809,10.31716053,B
1.328188843,9.611220774,B
-1.834652947,10.41053945,B
-1.403637124,9.383572571,B
-0.222399886,10.89557142,B
-2.332794507,6.691176239,B
8.524241018,4.016734862,A
-1.91691204,8.415016545,B
-0.9204083,10.04701677,B
4.07799127,-0.388321077,A
2.119357374,1.723842156,A
6.404904251,-1.983172201,A
5.752879792,6.337400584,B
9.266961046,0.243357968,A
4.421904061,-0.267097429,A
6.493553049,-0.978781947,A
6.198914345,-2.799254634,A
8.297543161,-0.400313233,A
5.089573135,8.256943251,A
2.477282158,8.988553002,B
1.406674357,-2.423661692,A
3.294875417,11.82382565,B
5.185340918,-2.466897456,A
-4.86490004,15.20950241,B
6.265805355,1.289608436,A
-5.521701306,8.853774743,B
6.548678298,4.911886018,A
9.804046061,0.158848564,A
-1.49411185,11.4981845,B
12.47493695,0.344211212,A
-0.714810377,-2.750964662,A
-3.884016921,10.59891079,B
0.710305697,-1.917464904,B
12.44760247,-1.058703166,A
7.047037116,0.72344266,A
6.797304495,0.061181928,A
-1.520477707,13.7288686,B
1.645540187,-2.445217086,A
0.365833117,2.975376857,B
6.243172607,6.702989223,A
-4.380240088,0.051159291,A
-0.150022186,10.69302903,B
5.371967872,-2.707985703,A
6.572129119,-4.414174225,A
7.074713166,0.370569477,A
2.700253832,-1.989323377,A
1.674821941,-1.482518868,A
3.328460569,9.605933722,B
1.542699388,-2.017047149,A
-0.895134593,10.85092016,B
-1.571589142,7.682535196,B
0.194588456,7.243659632,B
7.085195054,5.567949582,B
1.908572376,1.039042712,A
-0.898080139,5.390649248,B
-4.233329159,10.97553677,B
3.366657552,1.093356906,A
10.17522401,0.723974303,A
-5.33590164,11.23985174,B
12.54209082,-2.853537919,A
1.371300057,11.45716854,B
-0.848542464,11.38544181,B
2.140400855,12.13717573,B
0.835902254,8.589248845,B
8.937453726,0.923683627,A
6.775456235,1.433630949,A
6.146997568,-1.022103184,A
0.995655935,10.74051036,B
3.196603564,0.225801862,A
-0.7493634,7.876468724,B
-2.778921086,8.500003618,B
-0.307681278,-1.994802923,A
-5.722263303,9.48772166,B
1.190162901,8.849113954,B
1.303883317,10.02799052,B
-6.906629397,14.76589552,B
4.995477171,10.48375152,B
-5.186346997,11.25378705,B
-2.605629108,10.51260826,B
2.9514311,9.180117662,B
0.740596448,6.9989688,B
-2.749096645,13.21833333,B
-1.628832384,7.078515312,B
-0.501433037,12.20510044,B
5.315180263,3.603172857,A
4.789670848,-3.369392185,A
2.418764425,12.43498657,B
3.026489572,-2.342664016,A
0.938227201,3.525223149,A
-2.764095111,11.27865187,B
-2.550342307,8.135284962,B
4.813627606,8.868507693,B
-2.110451832,9.136397356,B
5.640848599,-1.313819829,A
1.61785379,2.856127191,A
4.430133796,8.938410741,B
1.435791885,1.801923945,A
-3.499888618,8.052288001,B
7.11835756,-1.08438538,A
5.001761014,-0.413844578,A
5.713377857,2.072766297,A
7.302234418,2.862546692,A
-2.788751406,8.103477456,B
1.279738368,1.046863193,A
-1.086089666,6.386513215,B
7.499304099,-4.209899982,A
-1.457055036,6.951523164,B
8.032375298,1.660040384,A
-0.327112791,1.352750398,A
4.950601177,12.70725753,B
4.536028027,-4.765008131,A
6.17950522,-5.480444647,A
2.744520343,12.6589161,B
1.506838849,0.335715248,A
5.403889344,-1.903838272,A
0.00528896,9.49661729,B
5.741287672,3.522640972,A
5.586859173,-1.706434334,A
10.16790463,2.332716854,A
5.255717769,1.809453235,A
9.882249112,4.500072073,A
4.625721484,6.672523212,B
3.478585507,-0.893190276,A
0.537979264,9.162943113,B
1.933020433,10.79339623,B
0.471876514,10.16928666,B
6.783911813,-5.087160187,A
-0.934067402,8.567441567,B
-2.408783321,7.544197633,B
2.208950908,10.0213787,B
0.256623295,8.464874745,B
8.736905262,1.880823391,A
11.12144912,1.174868896,A
1.466920071,9.390417027,B
-5.907105175,4.355588501,B
-0.589336094,9.669364346,B
6.619132597,-1.348092452,A
-0.907390611,5.588434103,B
-3.485397026,4.364760722,B
3.303716333,16.64061119,B
5.717324137,-4.675755024,A
3.468426899,0.135253015,A
-4.239937042,12.26917922,B
-0.463144636,2.510866397,A
4.732470612,10.71984946,B
8.99940701,-2.515563531,A
5.262878505,0.699658176,A
8.376487419,-0.036372036,A
4.207745281,0.341766703,A
8.538194184,2.460557929,A
6.066097565,1.961562506,A
3.840355469,-1.756229226,A
2.561704631,14.56376582,B
0.467945541,4.632712171,B
0.196699176,7.210815299,B
7.575663673,4.546711567,A
5.933431317,0.197080618,A
-0.505775634,13.35212653,B
-4.571334605,7.786248111,B
-4.711455587,6.743200758,B
6.630640759,-0.917046293,A
-0.796633225,6.452540448,B
-4.879541929,7.822457043,B
-0.644534509,7.96027284,B
4.806242288,-0.281347309,A
3.858621899,11.84669446,B
1.499333152,3.091321804,A
1.63850177,9.331185893,B
1.471552591,-1.168259297,A
-0.216636578,9.338649707,B
-3.516871848,7.726021056,B
-1.198343085,8.618915036,B
-3.407004592,10.51829237,B
-5.026679217,16.22126143,B
1.06836741,5.795240106,B
-5.367417897,7.105663766,B
0.660991512,10.64972284,B
7.165120612,0.573709785,A
-1.183664618,6.52373904,B
7.909671914,-2.792457091,A
-1.960874724,10.95502178,B
3.893719956,-0.55343275,A
2.864924668,-2.433634865,A
13.85422859,-0.252358856,A
0.304716074,14.20355555,B
1.854550823,-0.689686335,A
0.20627212,7.320778854,B
9.562086896,-2.048807588,A
1.363373078,-4.376662306,A
