d1,d2,Label
-1.028837309,0.270557385,A
-0.385040195,0.707450168,A
0.681022964,0.496781632,A
0.558417671,-0.141591385,B
-0.667476691,0.174530103,A
-0.808866635,0.683283591,A
1.370800852,-0.603797331,B
1.245620808,-0.520386982,B
1.921655637,0.296511599,B
0.273779464,0.944483598,A
0.821147407,-0.267462622,B
2.143041663,0.450121264,B
0.398819763,0.169077428,A
-0.045149327,-0.003277156,B
1.129652062,-0.238813616,B
0.404092483,-0.504338028,B
-1.099386733,0.637725466,A
-0.09184862,1.34521439,A
-0.934780937,0.022817624,A
1.588622124,0.131167166,B
-0.624190728,0.718272123,A
1.551605976,-0.494042035,B
-0.797100147,0.719249612,A
1.218488755,-0.789179569,B
-0.011029253,1.110837206,A
0.738569004,0.448793465,A
-1.071104673,0.384872919,A
1.428585606,-0.22180607,B
1.050341058,-0.366221596,B
1.204972289,-0.07062661,A
-0.714909212,0.103886551,A
-0.722420539,0.673967499,A
0.388259626,0.729552206,A
0.137914428,1.204634026,A
-0.085354595,0.871728134,A
0.118761188,0.738978987,B
1.936488509,0.205699986,B
0.720933778,0.525993593,A
1.999283833,-0.037466167,B
-0.083964378,0.187427506,B
0.925797702,0.792618919,A
0.344304406,-0.223450781,B
-0.516078509,0.923275348,A
0.191256685,-0.128560701,B
-0.870784208,0.35464308,A
-0.567304397,0.953524563,A
0.217192896,0.021961343,B
-0.467303093,1.020725404,A
-0.186902419,1.149575784,A
-1.004348129,0.339491067,A
0.455421158,1.037600084,A
-0.800053151,0.557265752,A
-0.05778143,0.685316547,A
0.607029747,0.796305362,A
1.021041149,-0.352667169,B
1.793608017,-0.415810017,B
0.691340398,-0.347205025,B
1.226688477,-0.172197954,B
-0.763507192,0.953686092,A
-0.852969618,0.647545706,A
2.198129957,-0.045359451,B
0.123724199,-0.030161995,B
0.540941979,0.628729168,A
0.614747853,0.469646347,A
-0.093527367,-0.026564828,B
2.036790429,0.289855275,B
1.003874192,0.917625315,A
0.895692152,-0.489233998,B
-0.15096099,0.064978022,B
1.243176034,-0.65890972,B
0.112923477,0.163363278,B
1.136662009,0.50171988,A
1.717281558,0.545502486,B
0.68008648,-0.925024202,B
0.685781436,0.737888434,A
0.993771845,-0.189067869,B
-0.128053731,0.407905924,B
1.447470508,-0.297143582,B
2.123088947,0.401563729,B
0.237744629,0.507794762,B
-0.755044136,0.198956894,A
1.950701166,-0.399534958,B
-0.735358429,-0.039854047,A
1.003311254,0.63257403,A
1.842721384,-0.283799303,B
1.741056722,-0.080116451,B
1.429993131,-0.292466599,B
-0.796620427,0.347974757,A
0.217242565,-0.126977466,B
-0.602003736,0.514910374,A
0.414327538,1.168981185,A
1.763768299,0.413770493,B
1.673290204,-0.172809242,B
1.758033169,0.1058902,B
-0.944964956,0.421417367,A
0.917324728,0.170333398,A
-0.378567556,0.698160016,A
0.676750714,-0.715749053,B
1.695364207,0.022277832,B
1.703394356,-0.193856158,B
0.882895793,0.381748644,A
1.599694923,-0.340753811,B
1.182317516,-0.41704657,B
0.742323408,0.005029213,B
1.271161661,-0.675708084,B
-0.330698606,1.127206119,A
0.142190514,0.948074133,A
0.908323247,-0.119771258,B
0.241470656,0.111691471,B
0.667906913,0.620225446,A
0.464736113,1.04463109,A
1.942294394,-0.131616347,B
-0.911481842,0.301903996,A
0.77991169,-0.413577096,B
2.066702149,0.238544608,B
1.797722848,-0.055005626,B
1.084160998,-0.747059382,B
0.024597048,0.296417947,B
-0.847278872,0.153465849,A
0.297784006,0.713592544,A
-0.357705855,1.018414546,A
1.836691162,-0.174989626,B
-0.953024848,0.289951176,A
0.730776514,1.078105701,A
0.709352718,0.751862869,A
0.725144966,-0.116764892,B
1.007454854,0.017070981,A
-0.186431577,0.710203463,B
0.488481235,-0.123786147,B
0.618171467,-0.102436727,B
2.012839856,0.475379334,B
0.923766333,0.088430217,A
0.887739004,-0.180146961,B
-0.717292712,0.361111671,A
-0.710387122,0.663071833,A
0.533742432,-0.304116483,B
0.421960356,0.517329068,A
0.459526918,-0.655069694,B
0.781131844,0.481806563,A
1.155332752,-0.35068276,B
-0.65532346,0.373526592,A
0.383881035,0.559498897,A
-0.697813077,0.869459537,A
-1.602390092,0.108589837,A
0.446760165,1.034234271,A
0.602621831,0.282873457,A
0.406950582,-0.263748641,B
0.716954225,0.655941936,A
-0.835753946,0.242279989,A
-1.041931542,0.664096223,A
1.409692973,-0.401902732,B
0.194014209,-0.070290445,B
1.559428142,-0.775044587,B
1.949731646,0.250905242,B
0.382512347,1.04870881,A
0.157988142,0.995946158,A
0.833567531,-0.257319819,B
1.728564838,-0.491153968,B
-0.902815355,0.519723742,A
-0.501240325,1.143311465,A
0.14662292,0.956573442,A
0.134266824,0.488767865,A
0.593758269,0.932321673,A
2.41558771,0.116970032,B
1.041325084,0.88254079,A
-1.022565014,0.575139372,A
-0.068586208,-0.030509357,B
-0.225672812,1.004306513,A
2.074568836,-0.062168454,B
0.089899332,0.900511641,A
0.422383961,0.772431123,A
1.483889694,-0.291425472,B
0.47292907,0.873258382,A
1.084257481,-0.520699655,B
0.78861485,0.498426443,A
-0.753780411,0.66770933,A
1.139324384,0.088550798,A
0.694445491,0.206483549,A
0.491013656,-0.517056393,B
-0.094651894,0.449613466,A
-1.224328249,0.208568154,A
0.070029911,1.11422082,A
1.101874929,0.381382082,A
1.207445536,0.321253481,A
1.829603226,-0.092088309,B
0.503819124,0.563272628,A
0.934538665,0.334934531,A
0.015178592,0.960029209,A
-0.095581052,1.15399002,A
0.967791291,0.419785209,A
-0.20166894,1.100751165,A
0.98060654,1.278692593,A
0.919603485,0.800391964,A
2.139652494,-0.103907198,B
-0.248055383,-0.215000923,B
1.037635305,-0.118267167,B
0.823368558,-0.430318768,B
1.615470803,-0.349196986,B
1.545534764,-0.689141486,B
-0.123707799,0.487040195,B
1.457833592,-0.352098983,B
1.709230282,-0.680666317,B
-0.950496958,-0.030753339,A
1.062091762,-0.009951484,B
0.397494315,0.558095542,A
1.961828109,-0.25944947,B
1.811830642,0.480755757,B
-0.054763231,0.777314297,A
2.003537995,0.211196658,B
0.237003801,-0.196703745,B
0.435228337,0.489138514,A
1.827376613,-0.239012263,B
-0.496522125,0.265070449,B
-0.340363708,0.898917506,A
0.7903297,-0.516799574,B
0.396746445,-0.29327761,B
1.092561462,-0.609587204,B
1.324656252,0.04551124,B
1.637478555,0.013265153,B
1.038354742,-0.386882478,B
-0.585703849,0.762146463,A
1.112653643,-0.289533211,B
1.17092862,-0.244364956,B
-0.835108698,0.194016618,A
1.578111367,-0.1486064,B
2.212451772,0.353863476,B
0.454999805,-0.110273551,B
1.335503468,-0.369553981,B
2.116184393,0.335072915,B
1.539247087,-0.312908872,B
-0.333811479,1.025245227,A
1.450527506,-0.405756766,B
0.806188531,0.077458429,A
1.120400236,0.303254712,A
0.411320617,-0.03907137,B
-1.126536393,0.034652666,A
0.836526693,0.150658769,B
0.168110464,0.189579841,B
0.157036051,0.903988083,A
1.966445235,-0.277147979,B
-0.569790415,0.549293298,A
-0.796431976,0.251464636,A
0.073800004,0.241827659,B
1.327098806,-0.485422943,B
-0.376575654,0.590223987,A
1.154297975,0.508586055,A
1.659889565,-0.256513068,B
-0.846673504,0.355200099,A
1.394016959,-0.465606212,B
0.187441596,-0.393578337,B
1.777154516,0.048138644,B
0.923506763,0.275020156,A
-0.616769336,0.940670544,A
0.044689173,1.317882937,A
0.074570121,0.044761927,B
1.573657466,-0.536029054,B
-0.663163666,0.640702197,A
0.310847063,-0.209008762,B
0.243738383,1.029765184,A
0.839296244,0.489728413,A
0.783049284,0.783826776,A
0.14693677,0.286836187,B
-0.28789256,-0.016875874,B
0.94403179,0.925307365,A
0.658837653,0.254799084,A
1.338665622,-0.503634324,B
0.07923395,0.194066011,B
-0.260513965,0.343865963,B
-0.501066991,0.912472545,A
0.826230814,0.386118851,A
0.211074972,-0.153072765,B
-1.057580086,0.810515948,A
0.449719903,-0.170951714,B
0.761510449,0.263252465,A
0.722912012,0.747406048,A
0.758715268,-0.33916013,B
-0.449466979,0.968052831,A
-0.742508576,0.247614322,A
0.193990056,-0.147248918,B
0.382646402,-0.200634522,B
0.257925537,-0.068192032,B
1.798430046,-0.447812389,B
1.005830083,-0.062090415,B
-0.198773601,0.663207123,A
0.448535928,0.477752274,A
0.394117015,-0.60608271,B
0.229528178,1.251373119,A
1.797509194,-0.097157015,B
-0.895154889,1.028919387,A
1.007053567,-0.003113963,A
0.32450657,1.174737109,A
0.138586194,1.071146883,A
0.071801953,0.855960565,A
-0.884476258,0.010998871,A
-0.349106059,1.398997972,A
0.440847245,-0.617422315,B
1.643685192,-0.495717354,B
0.667014781,-0.444985354,B
1.948258742,0.227486804,B
0.340394973,0.875586982,A
-0.673159616,0.911834574,A
0.982196352,0.184974171,A
-1.09688596,0.529488153,A
0.169470584,0.383498128,B
0.357228147,-0.31988685,B
0.712842547,-0.633613033,B
-0.916576932,0.39648413,A
1.773703396,0.183856341,B
-1.045379613,0.537297276,A
1.888509408,0.334758728,B
1.549272022,-0.515367092,B
2.292922967,0.740423753,B
1.80492376,0.074060175,B
0.752375639,-0.906250384,B
1.078372369,-0.267585144,B
-0.692856364,0.451040924,A
0.032262638,0.139377658,B
0.261452708,-0.207264985,B
1.02008265,-0.069383883,A
0.879732285,-0.357533636,B
-0.74431121,-0.200325507,A
-1.245442967,0.640293336,A
-0.003866105,0.371461937,B
1.422367441,-0.686392602,B
-0.359277958,1.249038768,A
0.498059352,1.166108617,A
0.905879999,0.406707847,A
1.211048174,-0.446916296,B
0.842732985,0.657503096,A
-0.227182216,0.482878203,A
-1.050168241,0.556504635,A
1.390436865,-0.338141081,B
0.726016652,1.024873726,A
1.832128836,-0.022800128,B
-0.00536965,-0.46411239,B
-0.108783127,0.417145771,B
2.437785324,0.295172666,B
-0.75315222,0.578882963,A
0.924855623,-0.370047004,A
-0.868391482,0.575214184,A
-0.318719439,0.593852855,B
-0.043817653,1.421627293,A
-0.510394633,1.068756218,A
-0.698870762,0.351975295,A
1.524372107,-0.011692443,B
0.470679966,0.982717328,A
0.790217347,-0.113150544,B
1.128954408,0.143675679,A
1.550513612,-0.359980755,B
-1.01836984,1.043994219,A
0.984635326,-0.603969945,B
0.830623477,0.153900209,A
1.912842321,0.025903958,B
0.074565991,0.084820938,B
1.74065057,0.205735544,B
0.64270732,0.778604848,A
0.497791357,0.468353769,A
1.345014572,0.682800422,A
0.572713903,-0.661847052,B
-0.677476052,0.524209902,A
-0.935095143,0.07540054,A
-1.057592619,0.093333571,A
0.656265596,-0.567407544,B
-0.889015204,0.765395339,A
-0.965336147,0.173612094,A
1.048667491,0.525667469,A
0.919865686,-0.374359801,B
0.504247616,-0.226639669,B
0.635839246,0.26946632,A
0.887947622,0.63775276,A
0.082996782,0.36709637,B
-0.99834188,0.312472496,A
-0.178548345,-0.043652599,B
1.422591464,-0.419832302,B
-0.835413798,0.870281507,A
-0.251463402,0.113644992,B
0.297079043,1.248492185,A
0.117136749,0.853083786,A
0.025195386,1.021573405,A
-0.363642149,1.070157426,A
1.496274958,-0.726690045,B
0.49150118,0.910304486,A
0.045391726,0.111953432,B
-0.552814226,0.981628249,A
0.031261028,-0.188816744,B
0.736102125,0.612485211,A
0.974405339,0.040242086,A
-0.727487253,1.036693463,A
1.706675756,-0.121771278,B
-0.687884026,0.973848659,A
1.628970367,-0.355329378,B
1.319497608,-0.481543043,B
1.577864429,0.027039306,B
0.091430179,-0.03494492,B
0.112645702,0.381400833,B
-0.940098272,0.194842142,A
-0.221592556,1.276976862,A
-0.31112406,1.160764016,A
1.037673026,-0.426349152,B
-0.196927302,1.052213552,A
0.199889296,0.810315659,A
0.487011849,0.32587023,A
0.028266385,0.032840617,B
0.746528761,0.479867897,A
-0.079304871,0.85283145,A
1.54212235,-0.208755163,B
0.1875584,0.832933411,A
-0.587873813,0.744576439,A
0.762630085,0.66186054,A
2.122821758,0.282125065,B
-1.066738411,0.254584669,A
-0.134181486,-0.047840903,B
-1.165291882,0.157575926,A
-0.077358866,-0.055319068,B
-0.856364396,0.781511026,A
1.491787838,0.517473584,B
0.492458232,-0.167718514,B
0.982453243,-0.6825453,B
1.968940033,0.087306958,B
1.589705522,0.075623234,B
0.875622813,0.368777722,A
0.461936261,0.898781442,A
0.74565989,-0.418916915,B
1.02219034,-0.480899857,B
-0.974683014,-0.027776964,A
0.420355698,-0.273085492,B
0.912537732,0.984446302,A
0.842149544,-0.239267798,B
0.068498521,1.037623073,A
0.414573325,-0.324200086,B
0.102560969,0.21302504,B
0.352638991,-0.25780106,B
0.518239442,0.671001318,A
0.818786221,0.281641584,A
0.01028243,0.456411424,B
0.692125089,-0.3646902,B
0.534970568,-0.427098421,B
1.053769227,-0.009374185,A
0.072202967,1.056509381,A
0.83373687,-0.915865135,B
0.248014934,0.847042042,A
0.338553836,1.391251052,A
-0.537900548,0.830692905,A
-1.018614394,0.540866847,A
1.688074548,-0.027435557,B
-0.085016259,-0.371432708,B
1.12602617,0.224493437,A
1.626550264,-0.398453159,B
1.629299986,0.297602654,B
1.669778251,-0.081859884,B
-1.301444438,0.292605664,A
0.156195002,0.763227294,A
0.547433226,0.496297904,A
-0.515434361,0.832360237,A
-1.089215872,0.475765165,A
1.856748008,-0.473986332,B
0.968829931,-0.718592466,B
0.478958427,1.033712705,A
0.225367363,1.197449294,A
1.681708695,-0.337140196,B
-0.38613741,0.222667872,B
-0.639392163,0.354529098,A
0.610121777,-0.308341566,B
0.183411638,0.775938324,A
0.812658657,0.672362007,A
0.021041697,0.440891008,B
0.634028947,0.45105328,A
-0.151901047,0.892778062,A
0.684007165,-0.321514288,B
1.759125234,0.264471469,B
2.124053867,0.109405755,B
1.390050136,-0.625594342,B
0.147933501,0.61638684,A
-0.249415073,0.466201849,B
0.573639862,-0.422497474,B
0.042443149,0.985735429,A
1.465106267,-0.756709677,B
0.835646322,-0.26199886,B
-0.646550612,0.536088853,A
0.277578524,1.061248974,A
-0.201987451,0.018708105,B
1.517950938,-0.469026307,B
-0.332477636,0.232170474,B
0.840744502,0.632958424,A
0.164356325,0.131142249,B
-0.299493151,1.045619041,A
0.708289837,1.068385347,A
1.509017549,0.088175059,B
-0.816605038,0.000379135,A
0.318963986,0.721388796,A
0.283266445,-0.369352314,B
0.290067451,-0.080281748,B
1.928236136,0.058055205,B
1.25954111,0.121908376,A
0.736642986,0.85516018,A
-0.324142078,1.019228007,A
1.737501864,-0.111724991,B
1.866028824,-0.155868981,B
1.096436312,-0.432457131,B
0.141707244,0.837806825,A
-0.866419605,0.814256464,A
0.852899546,0.019762388,A
0.493238677,0.769074885,A
2.380266662,-0.049941508,B
0.660362149,1.145479462,A
-0.726891391,0.344427441,A
1.863117826,-0.128257566,B
1.281804805,-0.145894967,B
1.438207535,-0.573072982,B
0.864248384,-0.773149671,B
1.719089527,-0.502511284,B
0.758936729,-0.142873256,A
1.591110609,-0.266880916,B
1.138732804,-0.018535232,A
1.238060071,0.315294946,A
-0.756101668,0.470564969,A
0.637591356,-0.606920845,B
-0.018426585,1.063317202,A
0.649897001,-0.67732884,B
1.870922026,0.358108775,B
-0.815522863,0.254332212,A
0.975314202,-0.206953914,A
2.06267632,0.009340838,B
-0.089708867,1.090145345,A
2.095758136,0.454393803,B
0.065247147,-0.155235375,B
0.784587247,0.819383988,A
-0.971898692,0.905245633,A
-0.301198846,0.981896871,A
-0.317172334,0.731404429,A
0.424898904,1.058785549,A
0.495643177,0.978514438,A
0.421016013,0.902494673,B
0.249068957,1.437243413,A
0.873302858,-0.408560505,B
0.596325978,0.547641158,A
-0.487125044,0.588864724,A
0.611697555,0.693332971,A
-0.013338652,0.441655832,B
0.021731939,0.722646103,A
0.273688648,-0.437794086,B
0.261901977,-0.433649162,B
1.675679117,0.225336158,B
-0.700945921,0.689852855,A
0.698688998,0.534754292,A
0.694475608,0.555348573,A
-0.267939041,0.951526338,A
2.083009946,0.077850045,B
0.960324301,0.662713022,A
1.336196255,-0.255048022,B
1.830276084,0.422926562,B
0.952260682,0.269016278,A
0.021738898,0.365918754,B
2.236851952,0.631958789,B
0.491531615,-0.416363918,B
-0.90615677,0.490490187,A
0.446566993,1.079208627,A
2.028877712,-0.138812146,B
-0.096102588,0.315227055,B
0.519226432,-0.432000614,B
-0.242072358,0.016273302,B
-0.908451473,0.195582798,A
1.789098668,-0.181875713,B
2.613259917,0.091142459,B
2.107934018,0.580208356,B
-0.572791205,0.789063149,A
0.971054735,-0.191327037,A
0.969688874,-0.603629021,B
1.770108716,-0.227980862,B
-0.809636464,0.099188342,A
1.707968063,-0.254560032,B
0.163988289,-0.239290318,B
-0.284145056,0.912359719,A
-0.395112157,0.657910222,A
0.56967623,0.766371548,A
1.891758533,0.355828843,B
0.103031869,-0.111617851,B
1.824900662,-0.204650884,B
-1.00050303,0.698154405,A
1.918185002,-0.42080724,B
-1.210895301,0.195483353,A
-0.776792825,0.117960345,A
-0.238651281,0.543037723,A
0.182193272,0.230090975,B
0.222549952,-0.265491526,B
1.291806008,-0.506269355,B
1.198037807,-0.202943355,B
-0.417219944,0.691368309,A
0.859606645,-0.030274677,A
0.920461153,0.855284545,A
0.599536878,-0.67165695,B
-0.048406993,0.721551807,A
0.754623779,-0.045938397,A
0.058375217,-0.248821238,B
1.747207825,-0.559334257,B
0.035281547,1.395195068,A
-1.079330399,0.289522954,A
2.255256706,0.634768273,B
1.34973894,-0.709853669,B
0.137930057,0.241874697,B
1.148137434,-0.577406539,B
0.443456725,1.247448646,A
0.226438246,-0.154835639,B
0.785392781,0.798976732,A
